row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,Segment,Country,City,State,Region,product_id,Category,Sub-Category,Sales,Quantity,Discount,Revenue generated,Profit
8233,CA-2014-158225,2014-09-22,2014-09-28,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,San Jose,California,West,OFF-ST-10000675,Office Supplies,Storage,169.45,5,0,847.25,42.3625
8234,CA-2014-158225,2014-09-22,2014-09-28,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,San Jose,California,West,OFF-ST-10002301,Office Supplies,Storage,40.68,2,0,81.36,0.4068
8235,CA-2017-102204,2017-05-01,2017-05-06,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,OFF-SU-10001212,Office Supplies,Supplies,3.328,2,0.2,6.656,0.416
8236,CA-2017-102204,2017-05-01,2017-05-06,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,FUR-TA-10001889,Furniture,Tables,933.262,4,0.45,3733.048,-458.1468
8237,CA-2017-102204,2017-05-01,2017-05-06,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,FUR-CH-10002024,Furniture,Chairs,2803.92,5,0.2,14019.6,0
8238,CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,Pete Takahito,Consumer,United States,Jacksonville,Florida,South,OFF-ST-10000617,Office Supplies,Storage,4.768,2,0.2,9.536,-0.7748
8239,CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,Pete Takahito,Consumer,United States,Jacksonville,Florida,South,OFF-PA-10000380,Office Supplies,Paper,6.672,1,0.2,6.672,2.502
8240,CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,Pete Takahito,Consumer,United States,Jacksonville,Florida,South,OFF-AR-10003251,Office Supplies,Art,4.448,2,0.2,8.896,1.112
8241,CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,Pete Takahito,Consumer,United States,Jacksonville,Florida,South,FUR-FU-10000175,Furniture,Furnishings,43.936,4,0.2,175.744,6.0412
8242,CA-2014-109855,2014-09-01,2014-09-05,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,New York City,New York,East,OFF-BI-10004716,Office Supplies,Binders,23.744,2,0.2,47.488,8.3104
8243,CA-2014-109855,2014-09-01,2014-09-05,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,New York City,New York,East,TEC-AC-10002842,Technology,Accessories,357,3,0,1071,57.12
8244,CA-2014-109897,2014-08-12,2014-08-16,Standard Class,BW-11200,Ben Wallace,Consumer,United States,San Francisco,California,West,TEC-PH-10003691,Technology,Phones,806.336,8,0.2,6450.688,50.396
8245,CA-2014-109897,2014-08-12,2014-08-16,Standard Class,BW-11200,Ben Wallace,Consumer,United States,San Francisco,California,West,FUR-FU-10002878,Furniture,Furnishings,85.44,3,0,256.32,31.6128
8246,US-2014-143581,2014-08-19,2014-08-23,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Columbus,Georgia,South,OFF-ST-10000991,Office Supplies,Storage,344.91,3,0,1034.73,10.3473
8247,CA-2015-129217,2015-05-10,2015-05-10,Same Day,DP-13390,Dennis Pardue,Home Office,United States,Aurora,Illinois,Central,OFF-AP-10002439,Office Supplies,Appliances,70.97,5,0.8,354.85,-191.619
8248,CA-2015-129217,2015-05-10,2015-05-10,Same Day,DP-13390,Dennis Pardue,Home Office,United States,Aurora,Illinois,Central,OFF-AR-10004602,Office Supplies,Art,36.784,2,0.2,73.568,3.6784
8249,CA-2016-133816,2016-05-10,2016-05-13,Second Class,CS-12400,Christopher Schild,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001795,Technology,Phones,743.988,2,0.4,1487.976,-123.998
8250,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002854,Office Supplies,Binders,11.212,2,0.8,22.424,-16.818
8251,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10000023,Furniture,Furnishings,4.712,2,0.6,9.424,-1.8848
8252,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10000828,Office Supplies,Appliances,180.98,5,0.8,904.9,-470.548
8253,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10000777,Office Supplies,Storage,60.416,2,0.2,120.832,6.0416
8254,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,West,TEC-CO-10000971,Technology,Copiers,299.99,1,0,299.99,89.997
8255,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,West,OFF-PA-10003134,Office Supplies,Paper,192.16,4,0,768.64,92.2368
8256,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,West,TEC-PH-10002538,Technology,Phones,242.624,8,0.2,1940.992,27.2952
8257,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,West,OFF-ST-10001228,Office Supplies,Storage,46.74,3,0,140.22,11.685
8258,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,West,TEC-AC-10000397,Technology,Accessories,174.95,5,0,874.75,12.2465
8259,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,West,OFF-BI-10004308,Office Supplies,Binders,100.704,6,0.2,604.224,37.764
8260,CA-2016-118101,2016-06-26,2016-06-26,Same Day,SN-20560,Skye Norling,Home Office,United States,Roseville,Michigan,Central,OFF-PA-10000357,Office Supplies,Paper,368.91,9,0,3320.19,180.7659
8261,CA-2016-118101,2016-06-26,2016-06-26,Same Day,SN-20560,Skye Norling,Home Office,United States,Roseville,Michigan,Central,OFF-BI-10000773,Office Supplies,Binders,8.02,1,0,8.02,3.7694
8262,CA-2016-118101,2016-06-26,2016-06-26,Same Day,SN-20560,Skye Norling,Home Office,United States,Roseville,Michigan,Central,OFF-ST-10001837,Office Supplies,Storage,171.04,4,0,684.16,44.4704
8263,CA-2016-100307,2016-12-15,2016-12-19,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Fayetteville,Arkansas,South,OFF-PA-10002552,Office Supplies,Paper,19.44,3,0,58.32,9.3312
8264,CA-2015-138457,2015-09-13,2015-09-17,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Jacksonville,North Carolina,South,OFF-BI-10000014,Office Supplies,Binders,13.092,4,0.7,52.368,-10.0372
8265,CA-2014-131800,2014-12-30,2015-01-04,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,New York City,New York,East,OFF-AP-10004136,Office Supplies,Appliances,122.94,3,0,368.82,30.735
8266,CA-2014-131800,2014-12-30,2015-01-04,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,New York City,New York,East,OFF-BI-10003429,Office Supplies,Binders,35.448,7,0.2,248.136,12.8499
8267,CA-2014-118304,2014-04-29,2014-05-04,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Dover,Delaware,East,TEC-PH-10000376,Technology,Phones,19.98,2,0,39.96,5.1948
8268,CA-2017-121790,2017-01-30,2017-02-06,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,Central,FUR-TA-10003469,Furniture,Tables,69.375,1,0.5,69.375,-47.175
8269,CA-2017-121790,2017-01-30,2017-02-06,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,Central,OFF-SU-10004231,Office Supplies,Supplies,31.68,4,0.2,126.72,2.772
8270,CA-2017-121790,2017-01-30,2017-02-06,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,Central,TEC-PH-10002584,Technology,Phones,2003.168,4,0.2,8012.672,250.396
8271,CA-2017-121790,2017-01-30,2017-02-06,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,Central,OFF-AR-10003602,Office Supplies,Art,9.344,2,0.2,18.688,3.1536
8272,CA-2016-169670,2016-12-25,2016-12-31,Standard Class,JE-15715,Joe Elijah,Consumer,United States,New York City,New York,East,FUR-CH-10002331,Furniture,Chairs,2563.056,8,0.1,20504.448,313.2624
8273,CA-2016-139549,2016-10-20,2016-10-25,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,El Cajon,California,West,FUR-CH-10001802,Furniture,Chairs,387.136,4,0.2,1548.544,4.8392
8274,CA-2015-104059,2015-06-13,2015-06-15,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Springfield,Ohio,East,OFF-AR-10000634,Office Supplies,Art,3.424,1,0.2,3.424,0.2996
8275,CA-2017-164112,2017-06-30,2017-07-04,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Mount Vernon,New York,East,OFF-ST-10002615,Office Supplies,Storage,1085.42,7,0,7597.94,282.2092
8276,CA-2015-143882,2015-06-26,2015-06-30,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Lakewood,Ohio,East,OFF-PA-10004040,Office Supplies,Paper,43.056,9,0.2,387.504,15.6078
8277,US-2016-139262,2016-02-21,2016-02-25,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,South,OFF-BI-10003727,Office Supplies,Binders,3.762,3,0.7,11.286,-2.7588
8278,US-2016-139262,2016-02-21,2016-02-25,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,South,OFF-BI-10002026,Office Supplies,Binders,34.86,2,0.7,69.72,-26.726
8279,US-2016-139262,2016-02-21,2016-02-25,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,South,OFF-ST-10001496,Office Supplies,Storage,432.456,3,0.2,1297.368,32.4342
8280,CA-2017-146192,2017-04-22,2017-04-26,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Columbus,Georgia,South,OFF-ST-10003716,Office Supplies,Storage,675.06,3,0,2025.18,87.7578
8281,CA-2017-134810,2017-05-09,2017-05-10,First Class,MC-17605,Matt Connell,Corporate,United States,Jacksonville,North Carolina,South,OFF-EN-10002504,Office Supplies,Envelopes,65.232,3,0.2,195.696,22.0158
8282,CA-2017-134810,2017-05-09,2017-05-10,First Class,MC-17605,Matt Connell,Corporate,United States,Jacksonville,North Carolina,South,FUR-CH-10001270,Furniture,Chairs,207,3,0.2,621,25.875
8283,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,Central,TEC-MA-10004241,Technology,Machines,600.53,2,0.3,1201.06,137.264
8284,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,Central,OFF-AR-10001468,Office Supplies,Art,59.904,2,0.2,119.808,14.2272
8285,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,Central,TEC-AC-10003198,Technology,Accessories,637.44,8,0.2,5099.52,135.456
8286,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,Central,FUR-FU-10003039,Furniture,Furnishings,51.756,3,0.6,155.268,-33.6414
8287,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Miami,Florida,South,OFF-PA-10000295,Office Supplies,Paper,31.104,6,0.2,186.624,10.8864
8288,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Miami,Florida,South,OFF-AR-10004344,Office Supplies,Art,47.96,5,0.2,239.8,4.1965
8289,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Miami,Florida,South,TEC-AC-10002473,Technology,Accessories,158.928,7,0.2,1112.496,41.7186
8290,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Miami,Florida,South,OFF-AP-10002403,Office Supplies,Appliances,211.248,6,0.2,1267.488,15.8436
8291,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Miami,Florida,South,OFF-SU-10000432,Office Supplies,Supplies,5.552,2,0.2,11.104,-1.041
8292,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Miami,Florida,South,OFF-LA-10000443,Office Supplies,Labels,2.952,1,0.2,2.952,0.9963
8293,CA-2015-106362,2015-12-11,2015-12-15,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Troy,Ohio,East,OFF-BI-10003166,Office Supplies,Binders,10.332,3,0.7,30.996,-7.5768
8294,US-2017-168802,2017-11-03,2017-11-07,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Seattle,Washington,West,OFF-BI-10002393,Office Supplies,Binders,18.368,4,0.2,73.472,5.9696
8295,US-2017-146906,2017-03-13,2017-03-17,Standard Class,MT-17815,Meg Tillman,Consumer,United States,New York City,New York,East,TEC-PH-10001809,Technology,Phones,299.9,2,0,599.8,74.975
8296,CA-2016-166380,2016-05-30,2016-06-03,Standard Class,EB-13750,Edward Becker,Corporate,United States,Arlington,Virginia,South,OFF-EN-10002600,Office Supplies,Envelopes,26.55,9,0,238.95,12.744
8297,CA-2016-166380,2016-05-30,2016-06-03,Standard Class,EB-13750,Edward Becker,Corporate,United States,Arlington,Virginia,South,TEC-AC-10000109,Technology,Accessories,111.98,2,0,223.96,26.8752
8298,US-2015-158911,2015-07-05,2015-07-11,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Charlotte,North Carolina,South,FUR-FU-10003829,Furniture,Furnishings,4.928,2,0.2,9.856,0.7392
8299,US-2015-158911,2015-07-05,2015-07-11,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Charlotte,North Carolina,South,OFF-LA-10003223,Office Supplies,Labels,11.784,3,0.2,35.352,4.2717
8300,US-2014-103338,2014-03-11,2014-03-15,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Roseville,California,West,OFF-AR-10001770,Office Supplies,Art,7.98,3,0,23.94,2.0748
8301,CA-2015-109169,2015-04-20,2015-04-24,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Detroit,Michigan,Central,OFF-EN-10003296,Office Supplies,Envelopes,180.96,2,0,361.92,81.432
8302,US-2017-167318,2017-07-26,2017-08-01,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,West,TEC-AC-10003870,Technology,Accessories,1649.95,5,0,8249.75,659.98
8303,US-2017-167318,2017-07-26,2017-08-01,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,West,FUR-CH-10000665,Furniture,Chairs,362.352,3,0.2,1087.056,45.294
8304,US-2014-120313,2014-10-31,2014-11-02,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,San Francisco,California,West,TEC-PH-10003092,Technology,Phones,73.584,2,0.2,147.168,8.2782
8305,CA-2017-135419,2017-11-03,2017-11-09,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Bakersfield,California,West,FUR-TA-10001086,Furniture,Tables,486.368,4,0.2,1945.472,36.4776
8306,CA-2016-128671,2016-08-11,2016-08-16,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,Central,OFF-PA-10001870,Office Supplies,Paper,32.4,5,0,162,15.552
8307,CA-2016-128671,2016-08-11,2016-08-16,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,Central,OFF-BI-10003305,Office Supplies,Binders,41.86,7,0,293.02,19.2556
8308,CA-2016-128671,2016-08-11,2016-08-16,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,Central,OFF-BI-10003007,Office Supplies,Binders,77.56,2,0,155.12,35.6776
8309,CA-2016-149335,2016-07-25,2016-07-25,Same Day,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,OFF-AR-10001419,Office Supplies,Art,37.17,9,0,334.53,11.151
8310,CA-2014-168312,2014-03-01,2014-03-07,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,Central,OFF-ST-10003692,Office Supplies,Storage,137.352,3,0.2,412.056,8.5845
8311,CA-2014-168312,2014-03-01,2014-03-07,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,Central,FUR-TA-10001866,Furniture,Tables,376.509,3,0.3,1129.527,-43.0296
8312,US-2017-105935,2017-01-26,2017-01-31,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Columbus,Georgia,South,FUR-FU-10002157,Furniture,Furnishings,62.72,4,0,250.88,24.4608
8313,US-2017-105935,2017-01-26,2017-01-31,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Columbus,Georgia,South,TEC-PH-10001459,Technology,Phones,2939.93,7,0,20579.51,764.3818
8314,CA-2014-161508,2014-07-12,2014-07-16,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,Central,FUR-CH-10002126,Furniture,Chairs,512.358,3,0.3,1537.074,-14.6388
8315,CA-2014-161508,2014-07-12,2014-07-16,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,Central,OFF-FA-10001561,Office Supplies,Fasteners,3.488,2,0.2,6.976,0.5668
8316,CA-2014-161508,2014-07-12,2014-07-16,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,Central,OFF-AR-10003158,Office Supplies,Art,22.288,7,0.2,156.016,3.9004
8317,CA-2014-161508,2014-07-12,2014-07-16,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,Central,OFF-PA-10001804,Office Supplies,Paper,16.032,3,0.2,48.096,5.6112
8318,CA-2017-130904,2017-04-11,2017-04-16,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Burlington,North Carolina,South,OFF-AR-10000422,Office Supplies,Art,1.752,1,0.2,1.752,0.1533
8319,CA-2017-130904,2017-04-11,2017-04-16,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Burlington,North Carolina,South,OFF-AR-10000127,Office Supplies,Art,20.992,8,0.2,167.936,2.3616
8320,CA-2017-133620,2017-11-13,2017-11-18,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,East,OFF-ST-10004634,Office Supplies,Storage,11.21,1,0,11.21,3.363
8321,CA-2015-142937,2015-12-05,2015-12-06,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Dallas,Texas,Central,OFF-AR-10003582,Office Supplies,Art,45.04,2,0.2,90.08,4.504
8322,US-2016-149790,2016-09-26,2016-10-01,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Houston,Texas,Central,OFF-BI-10002026,Office Supplies,Binders,15.624,2,0.8,31.248,-24.9984
8323,CA-2016-130778,2016-11-19,2016-11-25,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Long Beach,New York,East,OFF-AP-10000595,Office Supplies,Appliances,8.74,2,0,17.48,2.2724
8324,CA-2016-130778,2016-11-19,2016-11-25,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Long Beach,New York,East,OFF-PA-10001509,Office Supplies,Paper,44.75,5,0,223.75,20.585
8325,CA-2017-144456,2017-09-08,2017-09-09,First Class,FC-14245,Frank Carlisle,Home Office,United States,Hialeah,Florida,South,OFF-ST-10001321,Office Supplies,Storage,61.68,5,0.2,308.4,5.397
8326,CA-2017-144456,2017-09-08,2017-09-09,First Class,FC-14245,Frank Carlisle,Home Office,United States,Hialeah,Florida,South,TEC-PH-10001750,Technology,Phones,158.376,3,0.2,475.128,13.8579
8327,CA-2017-103478,2017-07-21,2017-07-24,Second Class,KL-16555,Kelly Lampkin,Corporate,United States,Aurora,Illinois,Central,OFF-BI-10001890,Office Supplies,Binders,2.864,4,0.8,11.456,-4.5824
8328,CA-2017-103478,2017-07-21,2017-07-24,Second Class,KL-16555,Kelly Lampkin,Corporate,United States,Aurora,Illinois,Central,OFF-BI-10004224,Office Supplies,Binders,94.192,7,0.8,659.344,-164.836
8329,CA-2017-118577,2017-10-06,2017-10-11,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Belleville,New Jersey,East,OFF-PA-10001357,Office Supplies,Paper,143.7,3,0,431.1,68.976
8330,CA-2017-118577,2017-10-06,2017-10-11,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Belleville,New Jersey,East,OFF-PA-10004888,Office Supplies,Paper,6.48,1,0,6.48,3.1104
8331,CA-2017-113572,2017-11-07,2017-11-11,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,TEC-AC-10002370,Technology,Accessories,7.88,4,0,31.52,2.5216
8332,CA-2016-153269,2016-03-09,2016-03-12,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-ST-10004634,Office Supplies,Storage,11.21,1,0,11.21,3.363
8333,CA-2016-153269,2016-03-09,2016-03-12,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,FUR-CH-10002647,Furniture,Chairs,354.9,5,0,1774.5,88.725
8334,CA-2016-153269,2016-03-09,2016-03-12,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-PA-10001801,Office Supplies,Paper,17.94,3,0,53.82,8.7906
8335,CA-2016-153269,2016-03-09,2016-03-12,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-BI-10004632,Office Supplies,Binders,51.8,4,0,207.2,23.31
8336,CA-2017-161655,2017-05-13,2017-05-18,Second Class,CW-11905,Carl Weiss,Home Office,United States,Newark,Delaware,East,OFF-BI-10002082,Office Supplies,Binders,299.52,9,0,2695.68,149.76
8337,CA-2016-101469,2016-07-02,2016-07-08,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Arlington,Virginia,South,OFF-AR-10003986,Office Supplies,Art,7.7,2,0,15.4,3.157
8338,CA-2014-153087,2014-12-27,2015-01-03,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,South,OFF-PA-10001243,Office Supplies,Paper,23.92,4,0,95.68,11.7208
8339,CA-2014-153087,2014-12-27,2015-01-03,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,South,TEC-AC-10003198,Technology,Accessories,498,5,0,2490,184.26
8340,CA-2017-135076,2017-04-13,2017-04-17,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Hesperia,California,West,FUR-CH-10003774,Furniture,Chairs,436.704,6,0.2,2620.224,-38.2116
8341,CA-2014-161634,2014-11-14,2014-11-20,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Chesapeake,Virginia,South,OFF-PA-10002262,Office Supplies,Paper,32.4,5,0,162,15.552
8342,CA-2017-141481,2017-06-11,2017-06-14,First Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Los Angeles,California,West,OFF-AP-10004532,Office Supplies,Appliances,61.44,3,0,184.32,16.5888
8343,CA-2016-132549,2016-11-25,2016-11-30,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Huntsville,Alabama,South,OFF-ST-10001325,Office Supplies,Storage,73.36,7,0,513.52,19.8072
8344,US-2014-155544,2014-03-21,2014-03-25,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Knoxville,Tennessee,South,OFF-LA-10004544,Office Supplies,Labels,59.2,5,0.2,296,22.2
8345,US-2014-155544,2014-03-21,2014-03-25,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Knoxville,Tennessee,South,FUR-FU-10001473,Furniture,Furnishings,32.952,3,0.2,98.856,6.5904
8346,US-2014-155544,2014-03-21,2014-03-25,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Knoxville,Tennessee,South,FUR-CH-10000422,Furniture,Chairs,218.376,3,0.2,655.128,-10.9188
8347,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,East,FUR-FU-10002960,Furniture,Furnishings,31.4,5,0,157,13.188
8348,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,East,FUR-FU-10002445,Furniture,Furnishings,9.48,1,0,9.48,3.792
8349,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,East,TEC-PH-10001300,Technology,Phones,209.5,10,0,2095,58.66
8350,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,East,FUR-FU-10001025,Furniture,Furnishings,24.3,5,0,121.5,10.449
8351,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,East,OFF-PA-10002689,Office Supplies,Paper,6.48,1,0,6.48,3.1104
8352,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004245,Furniture,Furnishings,32.448,2,0.2,64.896,7.3008
8353,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003684,Office Supplies,Binders,26.388,4,0.7,105.552,-17.592
8354,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-TA-10003748,Furniture,Tables,373.47,5,0.4,1867.35,-112.041
8355,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002133,Office Supplies,Binders,64.2,5,0.7,321,-44.94
8356,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002280,Office Supplies,Fasteners,8,2,0.2,16,2.8
8357,CA-2016-163174,2016-08-26,2016-08-30,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Athens,Georgia,South,FUR-FU-10000308,Furniture,Furnishings,186.54,3,0,559.62,41.0388
8358,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,West,OFF-ST-10000876,Office Supplies,Storage,87.08,7,0,609.56,24.3824
8359,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,West,TEC-PH-10000586,Technology,Phones,105.584,2,0.2,211.168,9.2386
8360,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,West,TEC-AC-10003399,Technology,Accessories,217.44,6,0,1304.64,91.3248
8361,CA-2017-147207,2017-01-02,2017-01-04,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,Central,OFF-AR-10001955,Office Supplies,Art,31.744,2,0.2,63.488,3.968
8362,CA-2017-147207,2017-01-02,2017-01-04,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,Central,OFF-AP-10000027,Office Supplies,Appliances,5.432,2,0.8,10.864,-13.58
8363,CA-2017-147207,2017-01-02,2017-01-04,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,Central,FUR-TA-10002958,Furniture,Tables,913.43,5,0.3,4567.15,-169.637
